Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,PageValues,SpecialDay,Q1,Q2,Q3,Q4,IsMajorOS,IsPopularBrowser,Region,TrafficType,Traffic_Type1,Traffic_Type2,Traffic_Type3,Traffic_Type4,TrafficType_Other,Returning_Visitor,Weekend,Total_PageView,Total_TimeSpent,AvgTime_PerPage,Conversion_Efficiency,Revenue
0,0,0,0,20,2981.166667,0,0,0,1,0,0,0,1,0,4,4,0,0,0,1,0,1,0,20,2981.166667,141.9603175,0,0
0,0,0,0,8,136.1666667,0,0,1,1,0,0,0,1,1,5,1,1,0,0,0,0,1,1,8,136.1666667,15.12962963,0,0
0,0,0,0,2,0,0.2,0,0,1,0,0,0,1,0,1,3,0,0,1,0,0,1,0,2,0,0,0,0
0,0,0,0,3,105,0,0,0,1,0,0,0,1,1,1,5,0,0,0,0,1,1,0,3,105,26.25,0,0
0,0,0,0,2,15,0,0,0.8,1,0,0,0,1,0,1,3,0,0,1,0,0,1,0,2,15,5,0,0
0,0,0,0,1,0,0.2,0,0,1,0,0,0,1,1,4,1,1,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,5,156,0,0,0,1,0,0,0,1,1,9,3,0,0,1,0,0,1,0,5,156,26,0,0
4,64.6,0,0,32,1135.444444,0.002857143,0,0,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,36,1200.044444,32.43363362,0,0
0,0,0,0,4,76,0.05,0,0,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,4,76,15.2,0,0
0,0,0,0,4,63,0,0,0.2,1,0,0,0,1,0,1,3,0,0,1,0,0,1,0,4,63,12.6,0,0
1,6,1,0,45,1582.75,0.043478261,54.17976426,0.4,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,47,1588.75,33.09895833,0.034080682,0
0,0,0,0,2,35,0,0,0,1,0,0,0,1,1,6,3,0,0,1,0,0,1,0,2,35,11.66666667,0,0
0,0,0,0,3,78,0,0,0,1,0,0,0,1,1,6,6,0,0,0,0,1,1,1,3,78,19.5,0,0
0,0,0,0,8,209.5,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,8,209.5,23.27777778,0,0
0,0,0,0,10,183.6666667,0.04,0,0,1,0,0,0,1,1,3,1,1,0,0,0,0,1,0,10,183.6666667,16.6969697,0,0
0,0,0,0,14,380.5,0.014285714,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,14,380.5,25.36666667,0,0
0,0,0,0,52,2086.242857,0.015384615,0,0,1,0,0,0,1,1,7,1,1,0,0,0,0,1,0,52,2086.242857,39.36307277,0,0
0,0,0,0,8,388,0.025,0,0,1,0,0,0,1,1,1,4,0,0,0,1,0,1,1,8,388,43.11111111,0,0
2,18,0,0,5,298,0,0,0.8,1,0,0,0,1,1,8,4,0,0,0,1,0,1,0,7,316,39.5,0,0
0,0,0,0,7,63,0.028571429,0,0.6,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,7,63,7.875,0,0
0,0,0,0,9,482,0,0,0,1,0,0,0,1,0,1,6,0,0,0,0,1,1,0,9,482,48.2,0,0
1,9,0,0,46,4084.393939,0,0,0,1,0,0,0,1,1,8,4,0,0,0,1,0,1,0,47,4093.393939,85.2790404,0,0
0,0,0,0,3,22,0,0,0.6,1,0,0,0,1,1,3,2,0,1,0,0,0,1,0,3,22,5.5,0,0
0,0,0,0,15,310.1666667,0,0,0,1,0,0,0,1,1,4,4,0,0,0,1,0,1,0,15,310.1666667,19.38541667,0,0
0,0,0,0,2,34,0,0,0.4,1,0,0,0,1,1,2,3,0,0,1,0,0,1,0,2,34,11.33333333,0,0
0,0,0,0,4,88,0,0,0,1,0,0,0,0,1,1,3,0,0,1,0,0,1,0,4,88,17.6,0,0
0,0,0,0,22,622.25,0.003030303,0,0.2,1,0,0,0,1,0,1,4,0,0,0,1,0,1,0,22,622.25,27.05434783,0,0
0,0,0,0,14,222.4,0.017142857,0,0,1,0,0,0,1,1,1,2,0,1,0,0,0,1,0,14,222.4,14.82666667,0,0
0,0,0,0,3,80,0.066666667,0,0.2,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,3,80,20,0,0
0,0,0,0,11,800.8333333,0,0,0,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,11,800.8333333,66.73611111,0,0
0,0,0,0,1,0,0.2,0,0.6,1,0,0,0,1,1,3,2,0,1,0,0,0,1,0,1,0,0,0,0
0,0,0,0,1,0,0.2,0,0,1,0,0,0,1,1,3,4,0,0,0,1,0,1,1,1,0,0,0,0
0,0,0,0,12,265.1666667,0.011111111,0,0.2,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,12,265.1666667,20.3974359,0,0
0,0,0,0,2,29,0,0,1,1,0,0,0,1,0,4,2,0,1,0,0,0,1,1,2,29,9.666666667,0,0
0,0,0,0,4,160,0,0,0,1,0,0,0,0,1,2,3,0,0,1,0,0,1,0,4,160,32,0,0
0,0,0,0,4,135.6666667,0.05,0,0.4,1,0,0,0,1,0,1,4,0,0,0,1,0,1,0,4,135.6666667,27.13333334,0,0
0,0,0,0,1,0,0.2,0,0.2,1,0,0,0,1,0,1,3,0,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,1,0,0.2,0,0.6,1,0,0,0,1,1,3,3,0,0,1,0,0,1,0,1,0,0,0,0
4,56,2,120,36,998.7416667,0,19.44707913,0.2,1,0,0,0,1,1,4,1,1,0,0,0,0,1,0,42,1174.741667,27.31957364,0.016540265,0
0,0,0,0,4,104,0,0,0.4,1,0,0,0,1,0,6,3,0,0,1,0,0,1,0,4,104,20.8,0,0
2,16,0,0,16,381.6865079,0.011764706,0,0.6,1,0,0,0,1,0,2,1,1,0,0,0,0,1,0,18,397.6865079,20.93086884,0,0
0,0,0,0,6,169,0,0,0.4,1,0,0,0,1,1,3,3,0,0,1,0,0,1,0,6,169,24.14285714,0,0
0,0,0,0,8,400.8,0.05,0,0,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,8,400.8,44.53333333,0,0
12,279.4166667,0,0,42,1553.583333,0.009,38.30849268,0,1,0,0,0,1,1,3,2,0,1,0,0,0,1,0,54,1833,33.32727272,0.020887946,0
0,0,0,0,14,706.5,0,0,0,1,0,0,0,1,1,5,4,0,0,0,1,0,1,1,14,706.5,47.1,0,0
0,0,0,0,1,0,0.2,0,0,1,0,0,0,1,1,4,3,0,0,1,0,0,1,0,1,0,0,0,0
3,87.83333333,0,0,27,798.3333333,0,22.9160357,0.8,1,0,0,0,1,1,3,1,1,0,0,0,0,1,0,30,886.1666666,28.5860215,0.025830587,1
4,44,0,0,90,6951.972222,0.002150538,0,0,1,0,0,0,0,1,1,3,0,0,1,0,0,1,0,94,6995.972222,73.64181286,0,0
0,0,0,0,1,0,0.2,0,0.6,1,0,0,0,1,1,5,1,1,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,18,902,0,0,0,1,0,0,0,1,0,2,4,0,0,0,1,0,1,0,18,902,47.47368421,0,0
0,0,0,0,1,0,0.2,0,0.2,1,0,0,0,1,1,3,3,0,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,1,0,0.2,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0
0,0,0,0,20,197.3777778,0.025,0,0,1,0,0,0,1,0,6,1,1,0,0,0,0,1,0,20,197.3777778,9.3989418,0,0
0,0,0,0,2,43,0,0,0.4,1,0,0,0,1,1,3,3,0,0,1,0,0,1,0,2,43,14.33333333,0,0
0,0,0,0,8,426.6666667,0,0,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,0,8,426.6666667,47.40740741,0,0
0,0,0,0,3,135,0,0,0,1,0,0,0,1,0,3,3,0,0,1,0,0,1,0,3,135,33.75,0,0
0,0,0,0,16,588.3333333,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,16,588.3333333,34.60784314,0,0
10,1005.666667,0,0,36,2111.341667,0.004347826,11.43941195,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,46,3117.008334,66.31932626,0.00366882,1
0,0,0,0,2,76,0,0,0.6,1,0,0,0,1,1,3,3,0,0,1,0,0,1,0,2,76,25.33333333,0,0
0,0,0,0,1,0,0.2,0,1,1,0,0,0,1,1,1,3,0,0,1,0,0,1,1,1,0,0,0,0
0,0,0,0,1,0,0.2,0,0.4,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,7,208,0,0,0,1,0,0,0,0,1,1,5,0,0,0,0,1,1,1,7,208,26,0,0
0,0,0,0,4,270,0,0,0.8,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,4,270,54,0,0
0,0,0,0,6,39.5,0,0,0,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,6,39.5,5.642857143,0,0
0,0,0,0,12,375,0.016666667,0,0,1,0,0,0,1,1,4,1,1,0,0,0,0,1,0,12,375,28.84615385,0,0
0,0,0,0,1,0,0.2,0,0.8,1,0,0,0,1,1,2,1,1,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,1,0,0.2,0,0,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,7,150,0.057142857,0,0,1,0,0,0,1,1,2,1,1,0,0,0,0,1,0,7,150,18.75,0,0
0,0,0,0,3,138,0,0,0,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,3,138,34.5,0,0
0,0,0,0,7,337.5,0.028571429,0,0.4,1,0,0,0,0,1,3,3,0,0,1,0,0,1,0,7,337.5,42.1875,0,0
0,0,0,0,19,620.0333333,0,0,0,1,0,0,0,1,1,4,2,0,1,0,0,0,1,0,19,620.0333333,31.00166667,0,0
2,36,0,0,15,168.8461538,0,0,0.4,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,17,204.8461538,11.38034188,0,0
0,0,0,0,1,0,0.2,0,0,1,0,0,0,1,1,1,2,0,1,0,0,0,1,1,1,0,0,0,0
0,0,0,0,2,52,0,0,0,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,2,52,17.33333333,0,0
0,0,0,0,13,649.25,0,0,0,1,0,0,0,1,1,1,5,0,0,0,0,1,0,0,13,649.25,46.375,0,0
0,0,0,0,27,925.3333333,0.003703704,0,0.6,1,0,0,0,0,1,3,3,0,0,1,0,0,1,0,27,925.3333333,33.04761905,0,0
0,0,0,0,2,33,0,0,0.2,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,2,33,11,0,0
0,0,0,0,6,1566.5,0.05,0,0.2,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,6,1566.5,223.7857143,0,0
0,0,0,0,4,105,0,0,0.6,1,0,0,0,1,1,1,4,0,0,0,1,0,1,0,4,105,21,0,0
0,0,1,0,7,50,0.038095238,0,0.6,1,0,0,0,1,0,1,7,0,0,0,0,1,1,0,8,50,5.555555556,0,0
0,0,0,0,16,644.2,0.004166667,0,0,1,0,0,0,1,1,3,4,0,0,0,1,0,1,0,16,644.2,37.89411765,0,0
3,18.33333333,0,0,38,2635.177778,0,0,0.4,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,41,2653.511111,63.17883598,0,0
4,61,0,0,19,607,0,17.53595893,1,1,0,0,0,1,1,7,4,0,0,0,1,0,1,1,23,668,27.83333333,0.026212196,1
0,0,0,0,6,415,0,0,0.4,1,0,0,0,1,1,3,2,0,1,0,0,0,1,0,6,415,59.28571429,0,0
2,31,1,16,36,2083.530952,0,0,0.8,1,0,0,0,1,1,4,3,0,0,1,0,0,1,0,39,2130.530952,53.2632738,0,0
3,58.5,0,0,17,281.6666667,0.007058824,0,0,1,0,0,0,1,1,3,4,0,0,0,1,0,1,0,20,340.1666667,16.1984127,0,0
0,0,0,0,2,27,0.15,0,0,1,0,0,0,1,1,7,2,0,1,0,0,0,1,0,2,27,9,0,0
0,0,1,0,9,215,0.044444444,0,0.8,1,0,0,0,0,1,1,3,0,0,1,0,0,1,0,10,215,19.54545455,0,0
0,0,0,0,12,162,0.05,0,0,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,12,162,12.46153846,0,0
0,0,0,0,2,114,0.05,0,0.8,1,0,0,0,1,0,1,3,0,0,1,0,0,1,0,2,114,38,0,0
6,326.25,4,94,128,5062.213753,0.000854701,0,0,1,0,0,0,1,0,1,3,0,0,1,0,0,1,0,138,5482.463753,39.44218527,0,0
0,0,0,0,4,253,0,0,0.6,1,0,0,0,1,1,3,3,0,0,1,0,0,1,0,4,253,50.6,0,0
0,0,0,0,4,0,0.2,0,0.4,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,4,0,0,0,0
0,0,0,0,1,0,0.2,0,0.8,1,0,0,0,1,1,2,3,0,0,1,0,0,1,0,1,0,0,0,0
2,22,0,0,25,436.5,0.008,0,0.2,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,27,458.5,16.375,0,0
0,0,1,93,30,1045.833333,0.012903226,0,0.2,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,31,1138.833333,35.58854166,0,0
0,0,0,0,12,317.8333333,0,0,0,1,0,0,0,1,1,1,4,0,0,0,1,0,1,1,12,317.8333333,24.44871795,0,0
0,0,0,0,21,1146.333333,0,0,0.8,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,21,1146.333333,52.10606059,0,0
0,0,0,0,11,577,0.018181818,0,0.2,1,0,0,0,1,1,3,1,1,0,0,0,0,1,0,11,577,48.08333333,0,0
0,0,0,0,8,95,0,0,0,1,0,0,0,0,1,3,3,0,0,1,0,0,1,0,8,95,10.55555556,0,0
0,0,0,0,6,301.5,0,0,0,1,0,0,0,1,0,9,3,0,0,1,0,0,1,0,6,301.5,43.07142857,0,0
0,0,0,0,6,243,0,0,0,1,0,0,0,1,0,4,1,1,0,0,0,0,1,0,6,243,34.71428571,0,0
0,0,0,0,4,135.5,0,0,0.6,1,0,0,0,1,1,1,2,0,1,0,0,0,1,0,4,135.5,27.1,0,0
0,0,2,75,14,442.3333333,0,0,0.8,1,0,0,0,1,1,3,3,0,0,1,0,0,1,0,16,517.3333333,30.43137255,0,0
0,0,0,0,3,41,0,0,0,1,0,0,0,1,1,3,3,0,0,1,0,0,1,0,3,41,10.25,0,0
0,0,0,0,11,292.9,0.028,0,0,1,0,0,0,1,0,3,1,1,0,0,0,0,1,0,11,292.9,24.40833333,0,0
0,0,0,0,1,0,0.2,0,0,1,0,0,0,1,1,3,3,0,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,9,1238.333333,0,0,0.4,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,9,1238.333333,123.8333333,0,0
0,0,0,0,10,225.4666667,0,0,0.4,1,0,0,0,1,1,8,3,0,0,1,0,0,1,0,10,225.4666667,20.4969697,0,0
4,462,0,0,51,1873.216667,0,0,0.6,1,0,0,0,1,1,9,3,0,0,1,0,0,1,0,55,2335.216667,41.70029763,0,0
0,0,0,0,3,13,0.133333333,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,3,13,3.25,0,0
0,0,0,0,2,222,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,1,2,222,74,0,0
2,20,0,0,16,214.8333333,0,0,0,1,0,0,0,1,1,1,6,0,0,0,0,1,1,0,18,234.8333333,12.35964912,0,0
0,0,0,0,1,0,0.2,0,0,1,0,0,0,1,1,3,3,0,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,6,2017.166667,0,0,0.8,1,0,0,0,1,1,4,3,0,0,1,0,0,1,0,6,2017.166667,288.1666667,0,0
6,111.5,0,0,26,449.0277778,0,0,0.6,1,0,0,0,1,1,3,3,0,0,1,0,0,1,0,32,560.5277778,16.98569024,0,0
0,0,0,0,6,158.1666667,0,0,0,1,0,0,0,1,1,4,2,0,1,0,0,0,1,0,6,158.1666667,22.5952381,0,0
0,0,0,0,9,303.6666667,0.005555556,0,0,1,0,0,0,1,0,5,2,0,1,0,0,0,1,0,9,303.6666667,30.36666667,0,0
0,0,0,0,3,25,0,0,0,1,0,0,0,1,0,1,5,0,0,0,0,1,1,0,3,25,6.25,0,0
0,0,0,0,2,42,0.05,0,0.4,1,0,0,0,1,1,1,4,0,0,0,1,0,1,0,2,42,14,0,0
4,103.625,0,0,14,1003.416667,0,0,0.2,1,0,0,0,1,1,3,3,0,0,1,0,0,1,0,18,1107.041667,58.26535089,0,0
0,0,0,0,1,0,0.2,0,0,1,0,0,0,1,1,7,3,0,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,9,272.5,0,0,0.2,1,0,0,0,1,1,6,3,0,0,1,0,0,1,0,9,272.5,27.25,0,0
3,19,0,0,8,344,0,0,0,1,0,0,0,1,0,2,3,0,0,1,0,0,1,0,11,363,30.25,0,0
0,0,0,0,1,0,0.2,0,0,1,0,0,0,1,1,2,3,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,19,10,852,0,0,0,1,0,0,0,1,1,3,6,0,0,0,0,1,1,0,11,871,72.58333333,0,0
0,0,0,0,3,780,0.066666667,0,0.4,1,0,0,0,1,0,1,3,0,0,1,0,0,1,0,3,780,195,0,0
0,0,0,0,3,1038,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,3,1038,259.5,0,0
0,0,0,0,4,573,0,0,0,1,0,0,0,1,1,3,3,0,0,1,0,0,1,0,4,573,114.6,0,0
0,0,0,0,28,1231.233333,0.007142857,0,0,1,0,0,0,1,1,4,3,0,0,1,0,0,1,0,28,1231.233333,42.45632183,0,0
0,0,0,0,11,316.6666667,0,0,0.8,1,0,0,0,1,1,2,1,1,0,0,0,0,1,0,11,316.6666667,26.38888889,0,0
0,0,0,0,20,873.7365079,0.0075,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,20,873.7365079,41.60650038,0,0
0,0,0,0,1,0,0.2,0,0.4,1,0,0,0,1,1,3,4,0,0,0,1,0,1,0,1,0,0,0,0
0,0,0,0,4,16,0.1,0,0,1,0,0,0,1,0,5,1,1,0,0,0,0,1,0,4,16,3.2,0,0
0,0,0,0,19,615,0,0,0.2,1,0,0,0,1,1,3,3,0,0,1,0,0,1,0,19,615,30.75,0,0
0,0,0,0,9,261.75,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,9,261.75,26.175,0,0
0,0,0,0,21,615.8831169,0.033333333,0,0,1,0,0,0,1,1,2,1,1,0,0,0,0,1,1,21,615.8831169,27.99468713,0,0
0,0,0,0,1,0,0.2,0,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,1,1,0,0,0,0
0,0,0,0,6,117.5,0,0,0.8,1,0,0,0,1,1,1,3,0,0,1,0,0,1,1,6,117.5,16.78571429,0,0
0,0,0,0,1,0,0.2,0,0,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,1,0,0.2,0,0,1,0,0,0,1,1,3,3,0,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,23,501.6666667,0.008695652,0,0.6,1,0,0,0,1,1,4,2,0,1,0,0,0,1,0,23,501.6666667,20.90277778,0,0
2,58,2,22,31,829.1666667,0.03030303,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,35,909.1666667,25.25462963,0,0
1,9.5,0,0,23,1223,0.015217391,0,0,1,0,0,0,1,1,1,2,0,1,0,0,0,1,1,24,1232.5,49.3,0,0
0,0,0,0,6,467,0,0,0.4,1,0,0,0,1,1,3,3,0,0,1,0,0,1,0,6,467,66.71428571,0,0
0,0,0,0,23,737.1666667,0.008695652,0,0.6,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,23,737.1666667,30.71527778,0,0
0,0,0,0,12,129,0,0,0,1,0,0,0,1,1,3,2,0,1,0,0,0,1,0,12,129,9.923076923,0,0
0,0,0,0,5,63,0,0,0,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,5,63,10.5,0,0
0,0,0,0,5,125,0.086666667,0,0,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,5,125,20.83333333,0,0
0,0,0,0,11,684.3333333,0.018181818,0,0,1,0,0,0,1,0,6,1,1,0,0,0,0,1,0,11,684.3333333,57.02777778,0,0
0,0,0,0,20,665.4722222,0,0,0.8,1,0,0,0,1,1,7,4,0,0,0,1,0,1,1,20,665.4722222,31.68915344,0,0
1,0,0,0,15,487.5,0,0,0.8,1,0,0,0,1,1,2,4,0,0,0,1,0,1,1,16,487.5,28.67647059,0,0
0,0,0,0,17,437.1666667,0.011111111,0,0,1,0,0,0,1,0,1,3,0,0,1,0,0,1,0,17,437.1666667,24.28703704,0,0
0,0,0,0,3,55,0.066666667,0,0.6,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,3,55,13.75,0,0
0,0,0,0,1,0,0.2,0,0.8,1,0,0,0,1,1,1,2,0,1,0,0,0,1,1,1,0,0,0,0
5,41.3,0,0,24,446.9277778,0,0,1,1,0,0,0,1,1,8,1,1,0,0,0,0,1,1,29,488.2277778,16.27425926,0,0
3,87,0,0,10,320.5,0,0,0,1,0,0,0,1,1,2,3,0,0,1,0,0,1,0,13,407.5,29.10714286,0,0
0,0,0,0,7,666,0,0,0,1,0,0,0,1,1,6,2,0,1,0,0,0,1,0,7,666,83.25,0,0
1,0,0,0,21,405.7095238,0.010743802,0,0,1,0,0,0,1,1,1,4,0,0,0,1,0,1,0,22,405.7095238,17.63954451,0,0
0,0,0,0,1,0,0.2,0,0,1,0,0,0,1,1,3,3,0,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,6,163.25,0.033333333,0,0.6,1,0,0,0,1,1,6,2,0,1,0,0,0,1,0,6,163.25,23.32142857,0,0
0,0,0,0,17,284.25,0,0,0,1,0,0,0,1,1,6,2,0,1,0,0,0,1,1,17,284.25,15.79166667,0,0
0,0,0,0,1,0,0.2,0,0.6,1,0,0,0,0,1,1,3,0,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,1,0,0.2,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,8,260,0.008333333,0,0.8,1,0,0,0,1,1,1,3,0,0,1,0,0,1,1,8,260,28.88888889,0,0
0,0,16,1210.397619,5,279.8571429,0.003174603,0,0,1,0,0,0,1,1,1,8,0,0,0,0,1,1,0,21,1490.254762,67.73885281,0,0
0,0,0,0,20,927.45,0.011111111,8.000740741,0,1,0,0,0,1,1,3,1,1,0,0,0,0,1,0,20,927.45,44.16428571,0.008617309,0
2,9,0,0,50,836.8,0,0,0,1,0,0,0,1,1,3,2,0,1,0,0,0,1,0,52,845.8,15.95849057,0,0
10,293.7782051,2,153,96,3283.166739,0.001960784,0,0,1,0,0,0,1,1,6,2,0,1,0,0,0,1,1,108,3729.944944,34.21967839,0,0
9,111.5,1,48.5,49,1868.819697,0,1.706014966,0,1,0,0,0,1,1,7,2,0,1,0,0,0,1,0,59,2028.819697,33.81366162,0.000840476,1
3,47,1,51,68,3008.124108,0.007142857,46.53017511,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,72,3106.124108,42.54964532,0.014975319,0
0,0,0,0,2,0,0.2,0,0,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,2,0,0,0,0
3,1226,5,3,24,3230.25,0.036190476,0,0,1,0,0,0,1,1,1,2,0,1,0,0,0,1,0,32,4459.25,135.1287879,0,0
3,52,0,0,9,319,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,12,371,28.53846154,0,0
0,0,0,0,3,42,0,0,0,1,0,0,0,1,1,3,1,1,0,0,0,0,1,0,3,42,10.5,0,0
0,0,0,0,22,354.3333333,0.009090909,0,0,1,0,0,0,1,1,7,2,0,1,0,0,0,1,1,22,354.3333333,15.4057971,0,0
0,0,0,0,98,3556.61241,0.002061856,0,0,1,0,0,0,1,1,1,3,0,0,1,0,0,1,0,98,3556.61241,35.92537788,0,0
2,56,1,144,67,2563.783333,0,19.34265017,0,1,0,0,0,1,1,4,2,0,1,0,0,0,0,0,70,2763.783333,38.92652582,0.006996082,1
3,112.9607843,0,0,13,3014.018519,0.013068182,0,0,1,0,0,0,1,1,1,2,0,1,0,0,0,1,0,16,3126.979303,183.939959,0,0
0,0,0,0,17,840.2333333,0,109.176,0,1,0,0,0,1,1,9,2,0,1,0,0,0,0,0,17,840.2333333,46.67962963,0.129780877,1
3,94,2,125,55,1970.844805,0,96.25511582,0,1,0,0,0,1,0,1,2,0,1,0,0,0,0,1,60,2189.844805,35.89909516,0.043935159,1
1,32,0,0,50,2867,0,153.4432478,0,1,0,0,0,1,1,7,8,0,0,0,0,1,1,1,51,2899,55.75,0.052911465,1
0,0,0,0,5,43,0,0,0,1,0,0,0,1,1,1,9,0,0,0,0,1,1,1,5,43,7.166666667,0,0
5,218,0,0,13,284.5,0,0,0,1,0,0,0,1,1,1,2,0,1,0,0,0,0,0,18,502.5,26.44736842,0,0
